PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
0307082,2,0,136,530,0,0,7,0,0,0,0,0,673
0307085,1,15,20,490,0,0,20,0,9,15,0,0,569
0307086,3,4,1273,377,0,0,15,5,0,0,0,0,1674
0307087,3,210,774,165,0,0,252,37,1,1,0,2,1442
0307090,3,8,343,318,3,0,264,11,19,0,0,1,967
0307092,1,6,115,213,0,1,14,10,3,1,0,0,363
0308143,2,153,23,16,1,4,24,183,0,0,0,0,404
0308144,2,70,80,122,0,0,43,327,1,1,2,0,646
0308145,3,73,16,33,0,0,139,89,0,0,0,0,350
0308146,2,115,44,226,0,0,21,426,0,0,0,0,832
0308147,2,132,20,85,0,0,28,204,1,0,2,1,473
0308148,2,161,21,39,0,5,42,147,1,0,2,0,418
0308149,2,155,26,58,0,0,49,295,0,5,0,0,588
0308156,3,188,13,115,0,5,10,191,3,1,5,5,536
0309132,2,52,331,22,1,0,32,36,2,2,3,0,481
0309133,2,278,422,123,3,4,28,28,8,2,1,7,904
0309134,2,2,709,125,1,2,2,106,4,12,1,0,964
0309135,2,2,715,36,0,0,9,66,4,0,0,0,832
0309136,2,61,585,92,0,0,63,23,17,0,0,0,841
0309137,2,168,497,43,0,0,256,6,0,0,0,2,972
0309138,2,6,616,28,2,2,4,33,6,8,4,0,709
0309139,2,0,429,20,0,0,7,6,5,1,0,0,468
0309140,2,115,357,15,0,0,168,7,0,0,4,0,666
0309141,2,11,331,238,0,0,62,0,0,0,0,0,642
0309142,2,54,474,48,0,0,7,33,6,0,1,1,624
0310122,2,0,360,28,0,0,6,21,8,49,0,1,473
0310123,2,3,473,154,1,0,3,91,6,7,6,2,746
0310124,2,134,401,56,0,0,169,52,6,16,0,2,836
0310125,1,1,219,150,0,0,0,7,2,0,0,2,381
0310126,2,74,262,70,0,1,169,51,16,4,0,4,651
0310127,2,2,490,119,0,0,89,28,6,0,0,0,734
0310128,2,5,592,191,0,1,16,13,5,6,7,6,842
0310129,2,1,607,62,0,0,181,29,1,1,0,0,882
0310130,2,8,288,100,0,0,10,30,4,18,0,0,458
0310131,2,118,499,182,0,1,132,85,0,1,1,1,1020
2201001,10,21,1280,122,7,18,88,2853,17,17,8,17,4448
2201002,12,19,891,108,14,34,50,3465,19,25,31,22,4678
2201003,8,23,819,132,9,25,48,2249,21,17,17,22,3382
2201004,7,12,1293,235,5,16,59,1600,15,60,13,18,3326
2201005,5,7,817,35,18,22,49,1360,25,6,19,14,2372
2201006,4,9,182,44,3,19,39,1771,5,3,13,9,2097
2201007,6,9,2020,350,2,11,7,173,35,114,7,3,2731
2201008,4,36,331,91,2,8,23,1027,7,1,5,12,1543
2201009,5,11,584,169,5,15,19,336,12,17,6,6,1180
2201010,5,14,61,43,1,3,21,87,2,0,1,2,235
2201011,3,5,803,16,0,0,9,850,7,7,0,3,1700
2201013,3,0,225,7,2,0,4,544,2,0,2,1,787
2201015,3,1,630,4,1,1,208,123,3,7,0,0,978
2201017,3,2,279,5,0,4,4,240,3,2,1,1,541
2201020,2,0,663,1,0,0,238,285,3,0,0,1,1191
2201021,4,13,545,108,3,2,36,75,0,7,2,2,793
2201026,4,0,268,17,0,0,54,19,5,0,1,1,365
2201027,3,5,507,30,3,4,60,35,4,1,0,2,651
2201029,3,1,588,1,0,1,5,114,4,0,0,2,716
2201031,3,97,152,96,2,1,1,232,1,7,2,0,591
2201032,5,31,46,222,1,4,14,120,1,7,1,3,450
2201034,2,0,286,8,3,1,10,293,3,0,0,0,604
2202048,5,5,119,34,6,26,22,1802,5,4,24,8,2055
2202049,3,10,409,37,14,18,21,290,19,1,6,5,830
2202050,3,16,189,10,6,15,12,109,15,7,10,6,395
2202051,2,9,169,5,7,6,2,168,14,1,11,2,394
2202052,4,9,775,14,6,5,11,647,14,4,10,7,1502
2202053,4,19,763,27,7,0,40,423,16,7,2,8,1312
2202054,3,14,590,5,3,3,33,216,4,1,5,3,877
2202055,2,1,536,13,9,2,28,86,12,5,6,4,702
2202056,3,9,1504,0,2,1,183,29,18,0,5,1,1752
2202057,3,2,796,33,0,4,0,37,17,5,4,0,898
2202059,3,2,63,4,0,0,23,132,5,2,0,6,237
2202060,2,0,692,4,2,1,65,89,2,1,1,3,860
2203061,5,2,303,4,0,0,155,2404,2,0,0,2,2872
2203062,2,2,31,1,0,0,46,763,1,2,1,1,848
2203063,4,6,733,10,2,0,64,46,6,6,1,2,876
2203064,3,0,649,1,0,0,18,369,3,0,0,0,1040
2203065,3,37,416,21,0,0,73,396,3,0,0,5,951
2203066,3,162,957,0,0,0,24,357,3,0,0,0,1503
2203069,2,0,293,21,1,0,26,837,2,0,1,0,1181
2203070,3,0,619,9,0,0,26,613,7,0,0,0,1274
2203082,3,0,1660,2,2,0,0,12,8,98,0,0,1782
2203083,2,0,1166,1,0,0,0,0,2,0,0,1,1170
2203084,2,0,650,22,0,1,0,43,3,8,0,6,733
2203085,2,0,740,4,0,0,0,61,2,1,0,1,809
2203137,3,1,1327,42,2,3,46,338,4,1,3,3,1770
2203138,3,2,571,0,0,2,73,487,4,0,0,1,1140
2204035,4,7,618,402,5,12,17,1030,11,106,6,10,2224
2204036,3,6,83,147,0,7,32,1162,3,41,1,0,1482
2204037,2,0,63,18,2,11,37,911,4,6,1,1,1054
2204038,3,11,90,54,4,13,26,614,5,8,7,6,838
2204039,3,15,552,53,0,7,35,1026,6,1,8,6,1709
2204041,4,0,153,47,2,7,25,985,3,2,1,3,1228
2204043,2,1,46,34,6,6,8,681,7,6,5,10,810
2204044,3,15,92,38,5,10,11,672,4,4,15,2,868
2204045,2,6,38,345,2,3,10,174,2,14,8,8,610
2204047,2,1,21,13,0,4,1,314,1,1,1,1,358
2204140,3,0,51,0,0,5,2,669,0,0,2,0,729
2204141,3,3,12,13,1,8,16,734,1,1,1,2,792
2205101,3,1,858,141,1,1,0,15,2,9,1,0,1029
2205102,2,1,833,3,0,0,10,299,1,0,1,0,1148
2205103,4,1,1776,152,2,2,0,22,5,15,1,1,1977
2205104,3,7,642,7,0,2,11,175,5,2,2,1,854
2205105,4,8,83,13,2,16,3,911,3,0,3,4,1046
2205106,4,6,162,19,4,12,45,669,5,1,4,4,931
2205107,4,6,153,14,2,5,102,1311,11,2,2,2,1610
2205108,4,3,1841,67,2,3,77,285,8,3,1,3,2293
2205109,2,3,623,43,5,8,72,193,10,11,7,7,982
2205110,2,1,795,122,2,1,0,96,1,6,1,3,1028
2205111,4,4,1718,12,2,1,62,253,8,2,3,2,2067
2205112,2,3,433,13,2,0,50,10,5,0,0,0,516
2205113,2,1,832,35,0,0,5,138,6,1,0,1,1019
2205116,4,2,236,2,0,1,13,1053,5,1,3,4,1320
2205117,3,5,78,7,5,21,42,800,27,0,7,5,997
2205118,2,0,877,8,0,0,34,30,0,0,0,0,949
2205119,2,0,533,14,0,0,14,34,4,0,1,0,600
2205120,2,0,157,33,0,0,0,43,0,4,0,0,237
2205121,2,1,436,121,2,3,1,4,0,10,2,0,580
2205142,3,9,74,3,1,9,10,1107,1,0,8,3,1225
2206123,5,6,125,7,1,17,68,2706,1,2,7,1,2941
2206124,2,1,151,3,0,6,18,575,1,0,0,3,758
2206125,3,1,205,10,1,4,41,1225,1,4,3,1,1496
2206126,2,1,279,1,0,2,3,38,2,0,0,0,326
2206127,4,7,1031,125,1,7,77,661,11,2,3,5,1930
2206128,3,9,497,41,16,23,168,199,17,12,14,15,1011
2206129,3,0,623,96,0,0,16,15,1,14,0,1,766
2206130,4,3,265,92,8,8,96,665,4,8,8,3,1160
2206131,3,1,1006,296,1,2,8,65,7,32,2,1,1421
2206132,2,0,572,6,0,0,0,0,0,0,1,0,579
2206133,3,0,457,109,1,4,5,428,2,3,4,0,1013
2206134,4,19,532,120,1,4,61,1007,3,5,3,1,1756
2206135,2,2,719,347,1,1,0,92,2,1,2,0,1167
2206136,3,7,189,31,1,6,81,1054,3,0,6,6,1384
2206143,2,0,309,0,0,0,6,23,0,0,0,0,338
2207087,3,1,1246,189,2,0,0,141,4,39,0,0,1622
2207088,3,1,1137,275,1,0,1,134,7,34,2,4,1596
2207089,5,0,1166,182,4,10,4,1445,7,71,3,2,2894
2207090,5,1,1356,554,2,0,3,790,4,35,3,8,2756
2207091,4,0,1547,501,4,2,1,256,4,10,3,2,2330
2207092,4,3,1155,242,4,4,1,96,2,12,1,4,1524
2207093,6,4,2140,219,2,1,3,65,8,89,1,4,2536
2207094,5,3,1805,108,2,2,2,21,3,573,1,2,2522
2207095,4,0,2216,68,2,9,0,50,11,22,0,1,2379
2207096,4,0,2092,250,0,0,0,42,1,6,0,2,2393
2207097,4,0,1980,56,1,0,0,187,6,49,0,1,2280
2207098,4,0,1731,391,0,2,1,58,2,55,1,0,2241
2207099,3,2,1508,146,1,1,0,21,8,53,3,1,1744
2207100,4,3,1723,487,2,0,0,13,11,93,1,0,2333
2001001,2,9,700,8,0,0,40,97,30,4,0,7,895
2001002,2,10,828,40,4,3,13,159,14,3,5,7,1086
2001003,4,17,118,64,3,23,59,1843,4,5,20,8,2164
2001004,3,7,196,16,5,16,51,1223,6,4,20,5,1549
2001005,4,36,424,76,7,14,21,1416,10,6,7,12,2029
2001006,5,18,969,33,5,18,52,1404,17,3,13,11,2543
2001007,8,15,2712,104,10,22,41,1458,41,6,30,15,4454
2001008,9,54,3196,142,5,15,123,1294,25,7,11,17,4889
2001009,5,10,1219,49,10,9,56,1444,18,8,12,12,2847
2001010,7,16,1817,86,11,14,43,1189,14,5,8,11,3214
2001011,4,38,1287,70,5,7,18,367,12,7,3,1,1815
2001012,5,13,2327,33,0,0,12,147,19,3,0,2,2556
2001013,3,138,977,30,7,10,37,19,10,2,5,1,1236
2001014,2,0,39,3,3,5,16,748,2,1,3,4,824
2001015,3,11,134,21,12,20,170,1031,10,8,17,10,1444
2001016,3,4,1163,40,2,3,24,136,12,2,2,5,1393
2001017,2,4,53,26,8,10,253,417,4,4,6,11,796
2001018,4,5,29,153,4,13,22,786,7,1,9,7,1036
2001087,4,31,1579,60,7,4,28,506,25,17,9,10,2276
2001088,2,2,14,4,6,8,125,638,5,0,4,0,806
2001089,3,1,112,12,0,5,56,477,3,0,3,1,670
2002019,2,0,67,0,0,0,2,308,1,0,0,0,378
2002020,4,16,649,34,32,31,47,1043,27,16,41,20,1956
2002021,3,9,613,29,22,30,31,504,36,12,18,9,1313
2002022,2,20,546,207,9,11,20,344,11,18,11,4,1201
2002023,4,9,362,126,0,0,39,1173,13,17,0,11,1750
2002024,3,4,1239,12,0,0,7,204,7,1,1,0,1475
2002025,4,8,471,22,11,15,63,1018,11,10,28,12,1669
2002026,3,12,416,44,25,32,102,740,26,9,47,20,1473
2002027,2,12,167,13,10,16,176,511,11,2,40,16,974
2002028,2,2,330,37,6,7,11,207,12,2,15,5,634
2002029,2,18,13,40,0,0,26,33,0,7,2,0,139
2003077,4,1,1673,34,4,0,11,12,9,2,4,1,1751
2003078,3,45,1706,9,0,1,9,3,2,0,0,2,1777
2003079,4,31,2058,13,0,0,28,18,8,0,0,1,2157
2003080,3,6,1306,16,1,0,14,12,10,2,1,0,1368
2003081,3,5,1075,24,1,8,22,81,15,2,4,3,1240
2003082,2,0,325,1,0,4,9,208,3,0,0,0,550
2003083,2,5,570,137,5,2,4,9,9,1,1,4,747
2003084,2,2,141,65,3,4,0,321,0,1,0,0,537
2003085,3,2,651,43,5,7,1,209,6,2,3,5,934
2003086,3,2,1129,276,3,8,4,305,20,7,4,7,1765
2003096,2,0,155,75,0,1,0,67,0,1,1,3,303
2003097,3,1,635,26,1,0,1,36,8,0,3,0,711
2003098,3,0,250,3,0,3,3,137,2,0,1,0,399
2004030,2,8,681,24,0,0,8,164,16,0,4,4,909
2004031,4,13,1217,66,2,12,51,661,16,15,5,21,2079
2004032,2,1,870,2,0,2,10,144,11,0,1,11,1052
2005065,5,23,2090,27,4,15,29,46,25,2,1,7,2269
2005066,4,7,1644,9,0,2,36,2,10,1,1,0,1712
2005067,2,0,574,1,3,0,0,1,10,0,0,1,590
2005068,3,7,722,68,1,3,16,4,15,1,6,3,846
2005069,4,11,390,446,0,0,18,5,7,0,0,0,877
2005070,4,8,1648,329,1,4,2,267,10,3,4,5,2281
2005071,3,6,1257,99,0,0,0,339,16,2,0,6,1725
2005072,4,1,1750,126,0,0,49,19,5,0,0,2,1952
2005073,3,11,1020,103,1,3,30,10,18,1,2,8,1207
2005074,3,2,1050,97,0,0,469,5,8,4,0,2,1637
2005075,3,2,597,125,0,0,13,7,9,2,0,0,755
2005076,2,2,467,59,0,0,8,2,1,0,0,1,540
2005094,3,2,852,232,2,5,123,28,9,4,2,18,1277
2005095,3,3,879,339,0,1,0,210,1,0,3,4,1440
2005099,3,7,600,148,0,4,7,5,6,1,4,14,796
2005100,3,3,761,104,0,0,35,19,2,3,0,1,928
2006048,4,3,577,6,0,1,71,53,12,1,1,2,727
2006049,3,3,564,1,0,1,23,9,8,1,1,1,612
2006050,6,6,2712,31,1,2,61,229,9,1,4,2,3058
2006051,2,0,946,2,2,2,11,21,5,0,1,0,990
2006052,4,0,827,1,0,1,4,19,1,2,2,0,857
2006053,4,3,1646,3,0,0,5,1,4,0,0,0,1662
2006054,3,10,505,40,0,0,95,4,7,0,0,0,661
2006055,3,1,849,5,2,2,10,1,0,0,1,0,871
2006056,2,1,623,1,1,1,2,3,1,0,2,0,635
2006057,3,5,915,2,0,0,9,30,4,0,3,1,969
2006058,4,1,290,1,0,3,37,839,7,2,0,2,1182
2006059,5,13,207,20,2,14,86,1960,4,3,4,7,2320
2006060,4,4,127,11,6,10,192,1582,15,3,12,10,1972
2006061,4,3,1486,4,0,3,11,111,16,3,5,1,1643
2006062,4,2,93,5,0,0,36,1503,5,0,0,2,1646
2006063,3,0,200,0,2,7,23,768,6,2,4,3,1015
2006064,2,0,438,13,0,0,11,365,2,1,0,1,831
2006093,2,1,233,4,0,3,16,168,1,0,4,7,437
2006101,3,0,401,10,2,6,4,246,3,1,4,6,683
2007033,4,35,1031,906,3,6,9,222,18,8,12,12,2262
2007034,3,4,969,507,4,3,5,139,23,0,7,2,1663
2007035,3,2,867,593,2,3,0,66,4,0,6,1,1544
2007036,3,6,1192,402,3,8,6,69,13,3,14,4,1720
2007037,2,2,385,416,1,0,1,361,3,0,8,0,1177
2007038,2,3,531,489,0,6,73,59,9,2,6,3,1181
2007039,3,1,690,383,1,8,1,155,9,4,6,1,1259
2007040,5,1,1524,203,3,5,1,135,17,1,9,7,1906
2007041,4,3,1704,322,5,5,2,219,11,7,9,7,2294
2007042,5,0,1532,440,10,3,2,588,6,8,10,3,2602
2007043,2,2,761,273,0,0,0,137,2,0,0,0,1175
2007044,3,2,1379,86,1,3,2,296,4,0,2,0,1775
2007045,4,0,1819,205,1,7,3,251,6,3,2,1,2298
2007046,3,0,1184,33,0,5,0,524,7,1,0,0,1754
2007047,2,2,601,185,1,6,0,7,5,2,1,1,811
2007090,2,2,673,244,0,3,2,211,4,0,1,2,1142
2007091,2,12,855,215,6,3,4,41,10,3,4,5,1158
3101001,13,78,3607,395,7,23,393,773,34,35,10,16,5371
3101002,8,33,2519,227,10,16,180,482,37,15,15,24,3558
3101003,6,31,2220,175,7,6,115,217,22,14,8,8,2823
3101004,4,3,641,123,1,1,26,32,4,1,5,7,844
3101005,4,5,605,57,1,2,149,82,3,2,3,3,912
3101006,5,15,1369,127,9,8,84,305,14,5,3,10,1949
3101007,4,12,1489,33,3,3,59,55,14,8,2,4,1682
3101008,4,15,736,18,0,0,95,138,14,0,0,4,1020
3101009,5,14,934,115,5,10,52,573,10,5,12,21,1751
3101010,4,2,1007,15,6,3,87,27,12,5,10,2,1176
3101011,5,15,688,11,12,4,87,15,12,5,10,4,863
3101012,4,29,526,4,0,1,57,176,4,2,1,7,807
3101013,4,11,1395,66,3,14,71,235,20,9,14,9,1847
3101014,4,2,835,23,1,2,95,12,10,5,9,8,1002
3101015,4,0,306,25,0,0,25,5,10,0,0,4,375
3101016,5,11,913,117,0,1,107,39,10,20,4,5,1227
3101017,4,1,528,12,2,3,49,31,2,2,2,2,634
3101018,4,5,681,11,1,0,97,16,4,1,1,4,821
3101019,4,2,1076,54,0,0,158,31,2,1,2,4,1330
3102028,3,1,880,26,1,2,37,48,5,8,3,0,1011
3102035,2,3,615,6,0,0,52,21,1,0,1,0,699
3102036,5,11,1816,78,4,7,113,60,23,4,7,3,2126
3102037,2,1,947,8,1,0,30,17,3,0,2,3,1012
3102038,2,0,807,73,0,3,57,31,3,1,2,1,978
3102039,3,2,908,82,4,8,53,68,13,3,6,1,1148
3102040,3,6,694,22,5,3,58,32,10,4,1,5,840
3102041,2,3,617,20,0,0,34,18,15,0,0,2,709
3102042,2,2,474,10,0,0,9,13,5,0,0,0,513
3102043,3,3,633,14,2,2,23,63,7,3,6,6,762
3102044,3,2,869,57,0,0,58,36,10,0,0,6,1038
3102045,3,1,285,13,4,2,23,8,3,0,2,1,342
3102046,3,1,886,91,3,4,99,50,3,2,5,2,1146
3102047,3,1,1523,38,1,4,80,52,5,2,2,2,1710
3102048,2,0,839,190,0,0,46,56,9,2,0,5,1147
3102049,3,2,583,119,0,3,42,28,10,2,5,0,794
3102175,2,4,627,23,0,0,44,92,7,2,0,3,802
3102176,2,8,754,5,3,4,29,29,12,2,3,11,860
3102190,3,59,448,129,0,1,55,35,1,2,7,0,737
3102191,3,2,409,10,1,4,33,51,9,1,5,3,528
3102192,3,1,571,25,0,1,15,17,4,2,1,0,637
3103020,3,6,913,29,5,1,36,95,17,0,2,1,1105
3103021,3,2,206,2,0,0,26,6,2,0,1,4,249
3103022,3,2,161,18,1,1,13,20,1,0,3,1,221
3103023,2,1,530,8,0,0,12,51,1,1,0,0,604
3103024,2,0,31,1,0,0,0,4,0,1,0,0,37
3103025,3,1,590,0,0,0,13,17,3,1,0,0,625
3103026,1,0,65,3,0,0,4,17,0,0,0,0,89
3103027,2,32,466,29,2,5,29,227,3,1,4,2,800
3104054,2,4,432,37,0,0,45,78,3,1,0,2,602
3104055,2,4,771,52,1,1,50,77,6,0,0,3,965
3104056,2,154,534,9,1,3,167,151,4,2,0,1,1026
3104057,4,472,1024,30,3,1,59,147,9,7,4,8,1764
3104058,3,129,366,20,3,5,424,22,6,9,1,4,989
3104059,2,45,586,23,1,0,226,41,7,4,4,1,938
3104060,2,41,304,105,4,4,88,103,10,7,4,2,672
3104062,2,8,320,38,0,0,173,35,3,2,1,0,580
3104063,3,165,626,37,1,1,130,47,3,5,1,1,1017
3104064,2,73,139,5,2,1,119,12,6,1,2,2,362
3104065,2,3,76,2,0,0,70,2,0,0,2,0,155
3104066,2,136,633,32,7,6,64,61,12,3,4,9,967
3104067,3,348,518,56,1,2,57,18,18,12,7,12,1049
3104068,2,88,176,14,1,2,8,5,7,4,3,1,309
3104069,2,28,465,13,1,3,125,17,13,9,2,2,678
3104070,3,71,966,15,3,5,69,56,5,2,3,1,1196
3104073,3,39,369,6,1,0,1120,4,3,3,1,3,1549
3104075,2,4,128,220,1,4,75,736,2,3,5,1,1179
3104076,2,0,767,12,0,0,315,4,15,8,0,0,1121
3104077,2,1,607,2,1,2,288,288,3,1,0,2,1195
3104078,3,8,1149,74,0,0,454,71,4,0,0,0,1760
3104079,2,2,441,0,0,0,741,2,0,1,0,0,1187
3104080,2,0,491,2,0,0,391,3,3,0,0,0,890
3104081,3,7,595,22,2,4,255,239,4,2,0,7,1137
3104082,2,1,124,1,0,0,1,3,0,0,0,0,130
3104084,1,1,71,0,0,0,9,21,0,0,1,1,104
3104088,2,0,166,0,3,0,8,1,0,0,1,1,180
3104177,2,25,149,24,1,2,105,22,2,2,3,3,338
3104178,1,64,66,3,2,0,160,1,1,2,0,0,299
3104193,3,11,1330,11,0,0,243,24,12,10,0,40,1681
3105147,2,20,242,212,2,12,5,536,9,8,4,1,1051
3105148,2,9,55,77,0,0,9,96,1,1,0,1,249
3105149,3,1,134,361,0,5,186,933,6,8,1,0,1635
3105150,2,12,12,286,0,0,94,270,0,33,2,0,709
3105153,2,0,16,285,0,1,376,503,0,0,0,0,1181
3105158,2,1,40,210,0,0,0,47,0,0,0,0,298
3105188,1,6,4,96,0,1,0,18,0,92,1,0,218
3105189,2,0,342,63,0,4,0,311,1,0,0,0,721
3105194,1,0,307,36,0,0,1,149,2,0,0,0,495
3106089,3,89,629,7,1,1,33,5,6,1,1,6,779
3106091,2,0,962,83,0,0,125,5,5,0,0,2,1182
3106092,2,24,1127,15,0,0,10,19,1,0,0,0,1196
3106093,2,76,404,0,0,0,709,3,0,3,0,0,1195
3106095,2,13,770,4,0,2,55,333,7,4,1,1,1190
3106096,2,62,1015,26,0,0,79,2,15,1,0,1,1201
3106097,1,2,540,0,0,0,18,18,1,0,0,0,579
3106101,2,80,823,100,0,0,22,160,0,0,0,0,1185
3106102,2,38,281,181,0,0,120,544,0,0,0,0,1164
3106103,2,37,763,99,1,0,115,187,1,3,2,0,1208
3106104,2,0,1002,0,0,0,186,8,0,0,0,0,1196
3106105,2,1,906,0,0,0,55,211,1,0,0,3,1177
3106106,1,43,407,0,0,0,143,0,0,0,0,0,593
3106107,2,0,1101,0,0,0,46,41,1,2,0,0,1191
3106108,2,9,1131,2,0,0,25,22,2,0,0,0,1191
3106109,2,0,1032,0,0,0,158,0,0,0,0,0,1190
3106110,2,155,578,0,0,0,461,0,0,3,0,0,1197
3106112,2,15,684,0,0,0,350,124,3,1,0,2,1179
3106113,2,0,555,0,0,0,628,0,0,1,0,0,1184
3106114,2,19,898,0,0,0,198,83,2,0,0,0,1200
3106179,2,7,796,77,0,0,183,113,0,0,0,0,1176
3106180,2,3,1092,47,0,0,6,25,0,0,1,0,1174
3106195,3,107,1474,0,0,0,195,0,1,0,0,0,1777
3106196,3,77,1252,41,0,0,142,204,1,19,0,0,1736
3106197,3,20,1229,159,0,0,116,0,1,0,0,0,1525
3106198,3,270,1337,3,0,0,104,65,2,2,0,1,1784
3106199,3,75,692,196,0,0,516,301,1,6,1,1,1789
3106200,3,58,1136,0,0,0,286,122,4,0,0,6,1612
3106201,3,262,1236,49,0,0,170,0,6,2,0,0,1725
3107124,3,1,542,470,0,0,526,251,3,7,0,0,1800
3107125,3,0,1554,11,0,0,199,33,3,0,0,0,1800
3107140,3,0,1288,180,0,0,293,35,1,3,0,0,1800
3107143,2,5,621,5,0,0,566,3,0,0,0,0,1200
1401001,5,20,4,79,1,2,1,295,0,0,4,1,407
1401002,3,8,1,34,0,1,0,141,2,0,5,0,192
1401003,4,67,114,55,6,5,9,982,3,6,10,6,1263
1401004,2,33,92,50,4,8,11,573,7,3,9,10,800
1401005,1,30,87,137,0,0,0,297,5,0,0,0,556
1401007,1,0,1,0,0,0,0,31,0,0,0,0,32
1401008,2,1,11,35,0,1,2,490,0,0,0,0,540
1401009,2,49,21,13,10,9,10,601,9,3,4,12,741
1401010,2,3,1,13,0,0,2,437,1,2,0,0,459
1401011,2,1,10,38,0,0,1,114,0,0,0,0,164
1401012,2,11,7,56,1,0,0,68,1,0,0,0,144
1401013,4,47,26,15,1,0,12,912,1,0,0,5,1019
1401014,2,25,36,8,0,0,36,772,4,8,0,0,889
1401015,1,7,10,5,0,0,1,120,0,1,1,0,145
1401016,4,16,48,34,0,1,26,713,0,0,1,1,840
1401017,5,73,101,51,1,8,10,1179,2,2,1,3,1431
1401018,5,8,80,34,1,2,14,642,0,0,2,0,783
1401019,4,33,42,30,0,0,9,625,4,0,0,0,743
1401020,4,67,81,48,1,0,21,1225,3,4,1,9,1460
1401021,5,71,147,37,0,0,29,1193,1,1,1,1,1481
1401022,3,36,47,31,0,0,4,780,1,0,0,2,901
1401023,5,93,51,138,0,2,23,1687,3,2,0,4,2003
1401024,3,24,34,9,0,1,3,444,2,1,0,0,518
1401025,3,14,33,49,1,3,10,537,0,1,2,2,652
1401026,2,34,27,55,0,7,9,427,1,1,6,12,579
1401027,4,28,21,29,0,0,4,774,1,0,0,0,857
1401028,5,112,14,443,0,1,12,1614,2,0,0,2,2200
1401029,3,25,10,29,1,3,4,433,2,0,2,0,509
1401030,4,34,25,10,0,0,3,549,0,0,2,0,623
1401031,3,264,7,29,0,4,41,1238,3,3,3,3,1595
1401032,3,16,15,14,0,0,4,643,0,0,1,1,694
1401033,3,17,20,26,2,3,3,450,0,0,1,1,523
1401034,3,11,4,10,0,0,3,825,2,1,1,1,858
1401035,3,47,9,4,0,0,48,913,0,25,0,2,1048
1401036,4,29,22,13,0,0,10,444,2,0,0,1,521
1401037,3,7,17,15,0,0,1,76,0,0,0,0,116
1401038,3,45,47,190,1,1,43,1110,1,24,44,3,1509
1401040,3,53,16,33,0,7,10,1048,0,0,1,3,1171
1401041,3,30,11,47,0,1,2,370,0,0,1,2,464
1401042,3,6,3,21,0,0,0,839,0,0,0,1,870
1401043,2,2,1,21,0,0,0,862,0,0,1,0,887
1401044,3,5,20,21,0,1,0,549,1,0,1,0,598
1401045,3,3,47,48,0,4,12,738,2,2,3,1,860
1401047,2,25,17,23,0,0,0,201,0,0,0,0,266
1401161,3,23,12,13,0,0,1,396,0,0,2,1,448
1401162,10,61,10,0,0,0,0,3504,0,0,0,1,3576
1401176,2,25,18,5,0,0,2,622,0,4,0,14,690
1402079,2,37,51,30,13,10,43,596,0,1,0,46,827
1402080,2,6,14,11,1,0,1,667,0,1,0,0,701
1402081,2,33,5,11,1,8,1,936,2,2,9,48,1056
1402082,5,113,19,73,0,2,7,1864,4,2,0,1,2085
1402083,2,7,13,9,0,0,26,614,0,0,0,0,669
1402084,2,13,4,4,0,3,5,694,0,0,1,0,724
1402085,2,0,12,16,0,1,0,600,1,0,1,1,632
1402086,2,7,5,18,0,1,6,739,0,1,3,3,783
1402087,2,4,22,23,0,2,1,366,0,1,1,1,421
1402088,2,6,6,2,0,1,3,285,0,0,0,2,305
1402089,2,11,90,15,0,2,11,429,2,0,0,0,560
1402090,3,10,7,22,0,3,14,526,0,0,0,0,582
1402091,3,23,4,11,0,2,2,681,0,1,0,0,724
1402092,2,5,2,0,0,1,0,273,2,1,1,0,285
1402093,2,16,6,6,0,0,1,555,0,1,0,1,586
1402094,2,11,4,4,0,1,0,284,0,0,0,0,304
1402095,2,15,6,9,0,0,1,465,0,0,0,2,498
1402096,2,4,2,29,0,0,1,726,1,1,0,1,765
1402177,3,21,6,14,0,0,18,328,0,0,0,0,387
1402178,3,7,33,11,0,0,1,432,0,0,0,0,484
1402179,3,87,62,207,0,16,0,446,32,0,1,0,851
1403147,2,8,8,4,0,0,1,240,0,0,1,0,262
1403148,3,3,15,14,0,6,1,797,0,1,1,0,838
1403149,4,14,16,100,1,6,0,788,1,1,1,2,930
1403150,3,10,9,19,1,4,9,511,0,1,1,2,567
1403151,1,7,18,14,0,5,5,223,1,1,0,2,276
1403152,2,5,14,16,0,3,2,461,0,0,0,3,504
1403153,3,5,12,14,0,0,6,348,0,0,1,0,386
1403154,1,7,8,19,0,0,1,202,0,0,0,0,237
1403174,3,3,6,543,2,1,1,886,1,1,3,1,1448
1403175,1,4,5,8,0,0,0,103,0,0,1,0,121
1404133,3,8,8,78,0,1,11,348,0,2,0,0,456
1404134,2,5,53,26,1,5,1,477,0,0,0,0,568
1404135,4,2,3,11,0,2,3,263,0,5,0,0,289
1404136,3,36,13,82,0,3,7,753,0,1,2,0,897
1404137,4,5,4,14,0,0,3,201,0,0,0,0,227
1404138,4,9,5,167,1,2,0,114,1,14,2,0,315
