PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
0105541,3,9,33,12,1,1,7,87,0,1,1,1,153
0106386,2,13,354,17,0,0,306,44,1,1,1,0,737
0106387,5,17,1109,10,0,0,170,68,3,1,0,1,1379
0106388,6,63,106,157,0,0,320,636,4,9,0,4,1299
0106389,4,30,166,38,2,5,210,465,5,2,2,3,928
0106390,5,28,421,29,0,0,146,26,2,0,0,1,653
0106391,3,93,311,26,0,4,292,290,2,2,4,2,1026
0106392,5,24,379,23,0,0,163,182,3,2,0,0,776
0106393,6,5,724,27,2,0,117,56,0,2,1,0,934
0106394,7,64,286,93,0,0,232,384,1,1,2,4,1067
0106395,6,24,1221,36,1,0,457,146,8,2,1,1,1897
0106396,5,37,896,126,0,2,625,268,2,3,5,2,1966
0106397,7,25,1721,39,0,0,346,108,5,2,0,4,2250
0106542,3,4,138,6,0,1,80,56,1,0,0,2,288
0106543,3,1,8,12,0,0,4,293,0,0,0,0,318
0107431,2,10,11,18,0,2,6,255,0,0,0,1,303
0107432,3,159,22,214,1,4,11,257,0,0,3,0,671
0107433,4,35,18,19,0,0,29,294,0,0,0,0,395
0107434,2,26,12,24,0,0,23,324,0,0,2,0,411
0107435,2,19,44,20,0,1,58,248,0,1,0,1,392
0107436,3,22,15,41,0,0,35,245,0,0,0,0,358
0107437,3,25,23,33,0,0,5,367,2,2,1,0,458
0107438,3,17,27,179,2,5,112,481,1,7,4,3,838
0108333,4,0,489,5,0,0,14,34,3,1,0,0,546
0108334,2,2,524,6,0,0,18,45,2,0,0,1,598
0108335,2,54,181,19,0,0,47,116,1,1,0,1,420
0108336,3,1,709,12,0,0,7,17,2,0,0,0,748
0108337,4,10,1185,9,0,0,36,58,1,0,0,1,1300
0108339,4,45,1085,99,0,0,62,18,5,0,0,1,1315
0108340,4,4,1325,14,0,0,22,72,1,1,0,1,1440
0108341,4,11,1304,33,1,0,56,76,2,0,0,0,1483
0108342,5,0,1071,17,1,2,19,29,1,0,0,1,1141
0108343,3,4,188,3,0,0,7,12,0,0,1,0,215
0108344,3,4,419,18,0,0,25,33,4,0,0,0,503
0109439,2,4,57,8,0,0,61,168,2,4,0,1,305
0109440,2,3,11,1,0,0,17,263,0,0,0,1,296
0109441,2,71,24,0,0,0,245,797,0,1,0,0,1138
0109442,3,11,107,8,0,0,435,805,0,0,0,1,1367
0109443,2,4,15,2,0,0,29,115,0,2,0,0,167
0109444,3,23,511,10,0,0,60,39,0,1,0,0,644
0109445,3,35,86,3,0,0,31,439,0,1,0,0,595
0109446,2,5,35,0,0,2,48,730,2,2,0,1,825
0109447,2,30,455,3,0,0,36,427,1,1,0,1,954
0110352,5,28,1483,40,0,0,482,85,9,4,2,1,2134
0110353,2,4,640,3,0,0,75,75,2,2,0,2,803
0110354,4,48,602,9,0,0,63,19,2,2,0,0,745
0110355,4,29,562,46,0,0,172,128,5,2,0,1,945
0110356,3,19,699,12,0,0,101,37,2,0,0,0,870
0110357,3,26,317,10,0,0,135,237,4,1,0,1,731
0110358,2,3,313,4,1,1,16,10,2,0,0,0,350
0110544,3,5,162,8,0,0,126,51,4,0,0,0,356
0111381,4,42,63,15,0,1,114,235,2,2,5,7,486
0111382,3,9,221,4,0,0,38,25,0,0,0,0,297
0111383,5,24,1031,11,2,1,80,26,0,0,0,1,1176
0111384,5,35,609,27,1,0,93,18,2,2,1,2,790
0111385,4,1,301,27,0,0,10,13,2,0,0,1,355
0111545,3,30,120,7,0,0,65,159,1,2,0,2,386
0112345,4,51,720,46,3,4,217,98,6,3,3,1,1152
0112346,3,42,256,25,1,0,292,286,2,2,0,1,907
0112347,2,153,263,55,0,3,215,205,1,3,8,3,909
0112348,2,6,44,9,0,2,67,240,1,1,2,1,373
0112349,4,30,143,71,0,1,215,328,1,23,2,2,816
0112350,2,26,509,13,0,1,116,34,1,0,1,0,701
0112351,3,14,125,33,0,5,212,328,0,2,2,5,726
0112546,3,34,192,47,0,2,102,170,0,0,5,0,552
0113374,2,5,454,13,0,0,135,9,0,1,1,1,619
0113375,2,14,543,16,0,0,87,5,0,0,0,0,665
0113376,4,130,901,27,0,0,180,80,0,2,0,5,1325
0113377,4,9,432,3,0,0,48,6,1,0,0,0,499
0113378,2,18,429,21,0,0,30,5,1,0,0,0,504
0113379,2,9,451,13,0,0,58,11,1,0,0,0,543
0113380,7,75,803,26,1,1,196,34,1,2,0,0,1139
0114359,2,28,76,20,1,1,379,206,1,1,1,3,717
0114360,6,23,103,49,0,5,675,554,1,3,3,2,1418
0114361,2,14,424,2,0,0,112,77,1,1,0,0,631
0114362,2,103,339,32,0,2,79,77,2,0,1,0,635
0114363,3,30,864,23,0,2,147,97,1,1,0,1,1166
0114364,5,162,67,60,1,5,228,504,2,7,1,4,1041
0114365,4,77,452,27,1,0,242,294,2,3,0,1,1099
0114366,4,55,167,21,0,0,186,212,2,35,1,0,679
0114367,5,68,742,47,0,3,157,257,9,6,1,1,1291
0114368,3,60,604,52,0,1,294,303,0,1,1,2,1318
0114369,5,184,863,14,0,0,174,16,2,1,1,1,1256
0114370,2,19,541,14,0,0,38,38,0,0,0,0,650
0114371,6,51,223,26,1,0,61,64,2,0,0,4,432
0114372,4,24,353,41,0,0,64,57,3,6,0,0,548
0114373,6,20,356,138,0,1,181,403,5,2,2,0,1108
0114547,3,56,199,104,1,3,75,256,5,3,1,2,705
0114548,3,146,293,21,0,0,215,164,0,3,1,0,843
0114549,3,16,223,10,0,2,109,257,0,3,0,1,621
0115476,3,140,352,81,0,3,138,732,1,6,0,3,1456
0115477,5,183,118,168,0,4,82,2116,2,24,10,2,2709
0115478,2,9,70,156,0,0,27,886,0,2,0,0,1150
0115479,3,87,24,208,2,3,14,1055,0,34,1,47,1475
0115480,2,16,0,11,0,2,0,964,0,0,1,16,1010
0115481,3,109,52,60,0,0,136,1104,3,13,0,3,1480
0115483,6,117,170,138,0,3,63,1365,5,50,90,2,2003
0115484,4,128,164,66,0,0,44,835,7,25,0,3,1272
0115485,3,127,39,146,1,2,123,1308,0,6,0,13,1765
0115515,2,48,47,15,0,1,526,435,0,5,1,6,1084
0115516,2,12,8,5,0,0,6,775,0,0,0,0,806
0115517,2,3,39,193,0,0,16,600,1,1,0,0,853
0115550,2,54,41,120,0,0,2,58,0,3,0,0,278
0115551,3,83,24,202,2,2,13,1111,0,34,1,47,1519
0115552,3,102,81,200,0,0,71,989,1,224,1,0,1669
3201001,11,17,3298,411,2,8,725,921,21,18,5,4,5430
3201002,9,18,2406,283,0,6,498,603,16,18,6,3,3857
3201003,5,3,1652,121,2,1,245,186,15,5,3,1,2234
3201004,13,26,3296,427,9,5,1026,638,13,37,8,3,5488
3201005,8,20,2010,296,0,0,463,517,17,10,4,1,3338
3201008,6,1,2877,197,1,2,143,240,13,18,4,1,3497
3201009,8,4,3518,232,1,3,154,292,24,5,4,6,4243
3201010,12,13,4591,319,2,4,427,622,29,25,10,6,6048
3201011,10,16,3824,380,4,5,619,854,22,28,4,4,5760
3201012,7,11,2116,230,1,0,360,380,12,15,1,1,3127
3201013,7,8,1941,258,1,2,559,524,13,7,0,1,3314
3201014,8,12,3256,308,2,4,626,333,32,17,10,10,4610
3201015,7,21,2682,236,9,7,616,354,16,13,11,7,3972
3201016,8,9,2904,355,1,1,596,493,15,19,1,4,4398
3201017,12,31,3742,447,11,20,479,918,29,23,15,11,5726
3201018,8,21,3022,212,3,8,814,492,31,19,5,13,4640
3201019,6,14,1376,434,0,1,235,441,16,21,1,14,2553
3201020,5,1,1730,109,5,7,170,155,16,8,4,7,2212
3201021,6,16,2111,231,3,4,615,407,3,19,4,3,3416
3201022,9,11,2384,439,0,4,482,937,18,25,1,1,4302
3201023,10,10,2844,300,2,7,383,797,26,13,5,10,4397
3201025,9,21,3565,270,1,5,522,530,13,14,2,9,4952
3201026,8,15,2743,237,1,4,730,630,26,9,4,6,4405
3201027,10,7,3082,305,4,4,539,488,16,28,8,6,4487
3201028,7,16,2468,183,6,5,421,508,26,20,9,4,3666
3201029,6,10,2096,198,1,6,495,260,11,15,1,5,3098
3201030,8,18,2630,351,1,11,507,466,26,12,7,13,4042
3201031,12,30,4155,719,6,19,878,912,45,52,13,17,6846
3201424,9,6,3509,350,2,2,444,578,13,9,2,4,4919
3201425,7,6,1942,190,2,1,526,302,11,10,0,2,2992
3201426,5,42,1318,402,4,7,207,273,19,21,62,7,2362
3201427,7,25,2578,274,5,5,429,489,22,12,13,13,3865
3201428,9,17,3516,312,5,10,772,478,24,15,10,10,5169
3201429,9,10,3032,317,0,5,362,700,18,20,4,3,4471
3201430,8,16,2671,264,3,6,290,513,30,27,8,13,3841
3201431,15,0,7333,388,9,7,59,140,80,49,17,20,8102
3201432,4,2,184,33,0,0,32,69,1,2,0,0,323
3201433,5,10,1503,202,2,2,181,663,9,10,0,4,2586
3201471,6,0,2505,93,0,0,14,73,15,17,1,8,2726
3201473,4,3,1591,70,1,3,149,108,11,4,3,0,1943
3201474,4,2,1879,68,1,1,36,38,14,8,3,3,2053
3201475,5,11,1603,160,2,5,314,358,9,10,3,3,2478
3202032,2,3,790,69,1,0,240,65,3,2,0,2,1175
3202033,2,5,821,32,4,8,150,72,13,4,9,2,1120
3202034,6,9,1965,284,2,5,389,326,22,12,4,17,3035
3202036,3,13,1122,129,6,5,264,109,10,19,8,7,1692
3202037,3,13,1073,139,0,0,344,108,12,6,0,3,1698
3202038,6,2,2295,83,4,8,505,125,25,14,9,4,3074
3202039,5,3,1634,112,6,8,409,174,23,5,6,5,2385
3202041,3,1,889,42,3,1,350,86,5,5,2,2,1386
3202042,3,4,639,36,3,4,192,25,9,1,1,3,917
3202043,4,4,1339,68,2,3,623,73,6,5,5,5,2133
3202044,2,2,358,100,4,14,557,30,5,8,0,1,1079
3202045,2,3,591,36,1,0,87,64,3,0,0,0,785
3202046,2,4,679,52,0,3,364,50,7,3,1,1,1164
3202048,2,3,812,47,2,0,135,38,3,2,2,1,1045
3202049,2,13,629,70,0,2,133,23,3,0,6,2,881
3202050,2,1,701,150,3,3,217,31,11,7,2,3,1129
3202051,2,1,379,142,3,5,392,62,5,13,2,4,1008
3202052,3,5,1103,66,2,3,317,79,4,3,6,2,1590
3202053,3,6,1360,24,0,0,198,79,10,5,3,7,1692
3202054,3,18,1247,112,3,3,260,103,9,4,5,1,1765
3202055,2,2,915,32,8,4,186,2,4,2,1,2,1158
3202056,3,1,454,77,0,0,241,1,2,4,0,1,781
3202057,3,84,1241,75,2,2,224,69,7,3,0,3,1710
3202058,3,10,1203,115,0,2,227,186,2,3,1,1,1750
3202059,2,1,526,77,2,1,119,45,6,2,0,3,782
3202060,2,1,500,285,3,7,82,159,9,14,11,3,1074
3202061,2,2,374,27,1,0,179,50,3,3,1,1,641
3202062,2,1,332,12,1,0,56,25,1,1,2,1,432
3202063,3,13,962,87,0,2,308,57,5,27,1,0,1462
3202064,2,0,621,35,0,0,75,62,4,1,0,3,801
3202065,5,5,1607,84,1,2,236,156,9,4,3,3,2110
3202066,2,1,938,31,0,0,123,33,1,2,1,1,1131
3202067,2,22,770,95,5,3,215,48,4,11,3,1,1177
3202068,3,8,1172,133,1,3,178,102,11,46,3,2,1659
3202069,3,3,899,23,1,2,209,63,8,25,0,2,1235
3202070,3,4,746,77,1,1,372,145,10,6,6,5,1373
3202072,2,5,839,101,2,2,23,72,12,12,5,6,1079
3202074,3,0,1544,48,2,4,65,19,11,12,2,6,1713
3202075,3,5,1200,52,0,0,332,83,11,2,3,0,1688
3202076,3,4,1068,138,0,4,291,146,10,4,1,1,1667
3202077,2,53,629,115,0,0,131,140,4,9,0,2,1083
3202078,2,1,120,7,1,0,40,7,1,1,0,0,178
3202079,2,2,186,21,1,0,96,10,4,1,1,3,325
3202080,3,4,930,43,1,2,362,54,8,2,2,3,1411
3202081,6,27,1857,474,12,14,100,315,35,91,24,9,2958
3202434,3,0,479,24,0,1,92,26,3,3,2,0,630
3202435,4,3,1514,192,0,4,208,319,21,27,4,6,2298
3202436,2,1,580,11,0,1,129,17,4,6,2,0,751
3202476,3,5,1004,66,1,2,424,97,3,8,1,7,1618
3203082,3,6,80,567,0,0,21,82,8,4,4,1,773
3203083,2,4,165,133,0,2,25,18,2,3,0,0,352
3203084,2,1,647,37,0,2,14,47,4,8,0,0,760
3203085,2,3,906,87,1,0,65,60,5,2,1,3,1133
3203086,4,7,1125,171,1,5,178,326,7,12,7,7,1846
3203087,3,5,1068,135,6,6,84,286,16,4,8,6,1624
3203088,4,1,958,98,3,4,62,55,10,3,4,1,1199
3203089,2,0,423,76,1,2,61,94,3,1,0,1,662
3203090,3,1,918,204,5,2,163,67,6,6,4,1,1377
3203091,3,20,1018,110,6,5,188,326,9,4,5,7,1698
3203092,3,10,784,329,2,2,282,159,9,45,1,2,1625
3203093,2,5,560,51,2,1,113,28,4,1,1,1,767
3203094,3,4,954,125,3,1,97,34,12,2,2,2,1236
3203095,2,23,306,178,1,2,121,304,13,4,6,5,963
3203096,3,2,642,92,1,2,33,245,1,14,3,3,1038
3203097,5,2,294,20,0,2,182,6,3,4,4,1,518
3203098,3,11,509,78,0,0,103,9,12,2,4,5,733
3203099,2,1,609,275,0,0,112,58,4,0,2,1,1062
3203100,2,3,249,198,1,3,81,75,11,50,2,1,674
3203101,2,2,233,81,1,4,61,38,3,4,8,4,439
3203102,2,2,192,68,0,0,4,15,0,13,1,0,295
3203103,2,19,511,126,2,4,149,88,10,4,5,0,918
3203104,2,6,311,438,1,2,108,232,6,8,2,5,1119
3203105,2,5,266,97,0,2,28,12,4,0,0,5,419
3203106,6,6,1989,253,2,6,223,366,14,13,13,6,2891
3203107,3,4,643,445,0,7,89,179,4,2,7,0,1380
3203108,2,3,614,136,3,1,108,125,9,7,3,3,1012
3203109,2,12,101,299,0,1,81,114,11,119,2,2,742
3203110,2,1,659,233,0,2,79,22,5,3,0,0,1004
3203111,2,0,406,26,0,2,47,18,0,0,0,0,499
3203113,2,2,41,130,2,1,68,12,1,1,3,0,261
3203114,2,18,15,111,0,0,28,116,0,3,0,1,292
3203115,2,2,85,188,0,20,7,7,0,2,15,0,326
3203117,2,1,141,390,0,1,118,4,0,0,2,0,657
3203118,2,6,90,753,2,12,91,44,5,3,9,1,1016
3203437,2,2,278,106,0,0,38,18,0,42,1,0,485
3203438,2,1,16,141,1,2,15,36,3,0,3,3,221
3204148,6,36,2289,175,4,1,190,71,13,31,3,1,2814
3204149,4,9,1079,114,3,1,86,68,5,13,4,3,1385
3204150,3,12,861,307,0,0,45,16,19,4,0,10,1274
3204151,3,15,690,47,3,5,56,51,10,2,4,1,884
3204152,3,49,1091,137,0,4,74,45,6,7,15,3,1431
3204153,3,4,389,61,4,5,28,9,7,9,8,5,529
3204154,2,22,523,180,1,3,67,13,7,8,5,2,831
3204155,2,1,751,70,1,1,60,3,6,1,2,1,897
3204156,2,12,292,320,0,3,43,84,3,1,0,3,761
3204157,3,4,1067,123,2,0,80,17,6,4,3,3,1309
3204158,2,4,513,58,1,1,143,28,5,2,3,1,759
3204159,2,0,1118,5,0,0,20,25,6,1,1,0,1176
3204160,5,9,487,191,5,3,37,54,10,4,13,3,816
3204161,3,2,297,22,1,0,42,2,0,1,2,0,369
3204162,1,28,22,15,0,1,2,0,0,0,0,0,68
3204163,3,3,833,128,1,0,136,3,4,1,2,1,1112
3204164,3,1,159,50,0,0,46,8,2,2,1,0,269
3204442,2,1,543,44,1,0,99,17,6,12,2,0,725
3205261,3,5,946,32,3,2,274,154,11,1,3,0,1431
3205262,3,3,676,80,1,9,312,204,2,4,3,2,1296
3205263,3,2,975,97,0,1,226,29,5,2,4,0,1341
3205264,2,1,277,107,0,0,275,53,2,1,0,0,716
3205265,3,13,386,144,3,5,696,144,6,5,4,7,1413
3205266,3,0,101,64,0,0,177,157,1,1,0,0,501
3205267,2,0,177,22,0,0,61,12,0,1,0,0,273
3205268,4,1,475,128,0,2,183,432,0,4,1,1,1227
3205270,2,2,382,125,0,0,261,35,4,2,1,0,812
3205271,2,6,168,150,0,2,370,81,2,1,0,2,782
3205272,3,1,206,127,2,1,371,51,1,6,2,1,769
3205273,3,1,815,76,0,0,360,19,2,1,1,1,1276
3205274,3,0,817,53,0,0,94,6,9,2,0,0,981
3205458,3,0,905,62,1,1,154,49,5,1,0,0,1178
3205478,3,0,787,18,0,0,317,25,2,5,0,0,1154
3206119,5,10,1265,118,2,1,71,185,5,13,6,1,1677
3206120,3,1,489,197,2,2,73,155,5,5,5,5,939
3206121,3,5,361,122,0,4,40,126,11,103,4,3,779
3206122,2,1,214,40,1,0,73,13,1,9,3,1,356
3206123,2,3,214,20,1,2,28,14,7,5,8,3,305
3206124,3,8,554,95,2,3,93,31,8,3,2,5,804
3206125,2,0,349,43,1,0,44,22,2,1,0,3,465
3206126,4,1,129,149,1,1,22,43,5,42,4,2,399
3206128,5,6,631,96,4,10,29,264,12,4,9,5,1070
3206129,3,3,496,168,4,7,51,73,10,2,3,3,820
3206130,2,4,129,50,0,1,160,12,0,4,1,2,363
3206131,2,24,672,90,6,5,99,27,13,5,8,4,953
3206132,3,13,570,94,3,3,86,32,4,6,4,2,817
3206133,2,5,140,84,3,2,35,18,5,2,4,1,299
3206134,2,1,87,47,0,0,28,2,0,0,0,0,165
3206135,3,3,55,50,0,2,42,86,4,3,2,0,247
3206136,3,9,286,176,2,4,41,41,3,92,3,2,659
3206137,2,22,411,28,0,1,31,20,3,2,2,0,520
3206138,5,29,425,151,5,3,70,83,18,83,8,3,878
3206140,2,79,513,120,3,7,45,31,22,84,9,6,919
3206141,2,5,680,105,2,1,24,32,8,2,6,0,865
3206142,2,6,589,0,1,2,216,44,1,1,3,2,865
3206143,2,47,324,157,2,7,112,55,8,8,9,3,732
3206144,2,12,233,70,3,7,39,16,6,8,12,3,409
3206145,2,1,93,57,0,0,18,6,5,17,0,1,198
3206146,2,1,36,17,0,4,8,70,0,0,1,0,137
3206147,2,1,397,7,2,1,19,0,7,0,4,1,439
3206439,2,4,36,33,0,0,9,3,1,40,0,1,127
3206440,2,2,305,71,1,3,16,99,1,10,4,1,513
3206441,2,8,378,21,2,0,53,18,1,4,1,6,492
3207165,3,6,1213,117,3,4,58,158,15,7,4,2,1587
3207166,4,6,1353,198,1,6,84,198,14,3,5,1,1869
3207167,2,0,745,43,3,7,30,68,5,0,1,3,905
3207168,3,0,938,5,0,1,14,6,11,0,1,1,977
3207169,2,0,453,22,0,0,104,328,1,0,0,0,908
3207170,2,0,470,22,2,1,9,2,5,0,0,2,513
3207171,2,2,526,26,0,0,64,3,1,0,0,0,622
3207172,3,0,365,47,0,0,82,6,4,0,0,2,506
3207173,2,2,671,13,2,0,28,3,10,4,1,2,736
3207174,2,1,587,18,0,0,49,13,4,1,0,1,674
3207176,2,0,720,238,0,0,200,29,1,0,1,0,1189
3207177,3,3,913,161,1,2,43,19,11,2,1,3,1159
3207179,3,3,631,35,0,2,138,28,4,6,2,0,849
3207181,1,0,329,22,0,0,9,6,2,0,0,1,369
3207182,3,0,777,1,1,1,28,3,5,1,2,3,822
3207183,1,0,243,1,0,0,54,210,0,0,0,0,508
3207184,3,15,431,77,1,4,35,27,6,3,1,2,602
3207186,3,1,502,57,1,1,4,2,4,0,2,4,578
3207187,4,0,1194,14,0,0,148,5,3,0,0,0,1364
3207188,2,0,447,9,1,0,30,3,3,0,0,1,494
3207189,4,40,930,454,2,8,224,560,15,26,9,11,2279
3207190,3,3,557,100,3,3,73,216,13,2,3,4,977
3207191,3,0,1152,301,0,0,0,6,1,0,0,0,1460
3207192,2,10,3,54,0,3,0,173,0,50,1,0,294
3207193,2,1,23,101,0,0,215,487,1,13,0,0,841
3207194,1,1,301,6,0,2,196,51,2,22,1,1,583
3207445,3,0,862,54,0,0,64,121,1,0,0,0,1102
3207446,2,1,211,1,0,1,6,6,0,1,0,0,227
3207479,3,0,1779,0,0,0,1,0,0,0,0,0,1780
3208196,5,5,1658,362,1,0,123,69,6,23,0,8,2255
3208197,3,0,690,29,0,0,591,24,3,3,0,1,1341
3208200,3,0,548,33,0,0,72,5,5,6,3,1,673
3208203,1,0,233,11,0,0,2,6,1,2,1,0,256
3208204,3,0,255,12,0,0,3,6,1,1,0,0,278
3208205,4,1,522,85,1,5,100,329,1,0,2,2,1048
3208211,2,2,575,8,0,0,11,4,1,3,0,0,604
3208212,3,0,570,241,0,0,190,20,0,0,1,0,1022
3208213,2,0,339,3,0,0,3,2,1,1,0,0,349
3208214,3,0,1238,252,0,0,101,100,1,0,0,0,1692
3208215,2,0,374,5,2,1,40,17,1,3,1,11,455
3208220,3,0,1154,5,0,0,30,1,2,0,0,0,1192
3208221,3,0,470,5,1,0,31,7,3,0,0,2,519
3208222,3,0,390,47,0,0,72,4,3,0,0,0,516
3208223,3,2,652,138,1,0,379,30,3,1,0,7,1213
3208227,2,0,300,164,0,0,1,9,0,0,0,0,474
3208228,2,0,288,32,0,0,768,31,4,2,2,3,1130
3209275,4,11,146,376,0,4,237,432,10,104,6,7,1333
3209276,2,3,26,91,0,1,56,262,1,6,2,0,448
3209277,2,0,18,154,0,0,989,34,0,2,0,0,1197
3209278,2,2,74,132,0,1,588,138,1,4,4,1,945
3209279,2,20,180,17,0,1,712,159,0,0,11,0,1100
3209281,2,12,515,546,0,0,0,25,0,99,6,0,1203
3209282,2,3,475,324,0,0,4,2,0,76,6,0,890
3209284,2,10,322,206,0,2,497,70,3,22,2,3,1137
3209285,3,0,575,141,0,1,659,31,0,351,4,5,1767
3209286,2,3,53,380,2,0,36,156,3,7,1,2,643
3209287,2,1,156,618,3,4,308,21,1,50,1,1,1164
3209289,3,1,27,48,0,0,4,78,0,20,1,2,181
3209290,2,0,155,6,2,0,16,18,2,17,0,2,218
3209291,2,0,51,19,0,0,21,8,1,70,2,0,172
3209292,1,0,2,55,0,0,2,23,0,1,0,0,83
3209295,2,1,11,302,0,0,26,11,0,0,3,0,354
3209297,2,0,509,7,0,0,192,107,0,0,0,0,815
3209459,1,1,13,138,0,0,28,67,1,5,0,1,254
3209460,2,3,528,14,0,0,44,0,0,13,0,0,602
3209461,2,1,8,125,0,1,4,5,0,6,0,0,150
3209462,2,2,177,270,0,0,263,39,18,155,0,0,924
3209481,3,1,58,322,0,2,84,166,0,57,2,0,692
3210405,6,18,687,2,0,3,32,574,2,0,1,0,1319
3210406,3,0,1549,50,0,0,57,28,4,1,3,0,1692
3210407,2,0,761,1,0,0,1,432,3,0,0,0,1198
3210409,3,0,402,7,0,0,8,0,1,0,0,0,418
3210410,2,0,371,0,0,0,0,0,1,0,0,0,372
3210412,3,3,796,6,0,3,77,13,3,0,0,1,902
3210414,2,0,811,162,0,0,57,1,2,1,0,0,1034
3210415,1,0,364,189,0,0,40,0,4,0,0,0,597
3210417,3,3,664,29,0,0,67,14,4,2,0,0,783
3210418,3,0,1336,1,0,0,192,6,1,0,0,0,1536
3210419,2,582,324,139,1,0,22,31,0,0,2,0,1101
3210421,2,0,521,47,0,0,63,1,2,0,0,0,634
3210422,2,0,203,79,0,1,13,2,1,0,1,0,300
3210423,2,0,986,23,0,0,94,0,2,0,2,0,1107
3211245,4,6,747,465,2,2,100,237,8,42,1,0,1610
3211246,3,1,496,219,3,1,195,162,4,68,5,2,1156
3211247,4,5,1040,526,2,1,195,212,9,13,1,4,2008
3211248,3,5,446,290,1,2,42,332,5,10,5,1,1139
3211249,3,0,822,43,0,0,84,64,13,2,5,0,1033
3211250,2,0,687,53,0,0,126,55,7,2,0,0,930
3211251,3,1,902,13,0,2,165,18,8,8,0,2,1119
3211252,3,18,862,22,0,0,412,120,2,1,0,0,1437
3211253,3,2,194,257,7,0,256,115,9,3,2,4,849
3211254,4,1,488,175,1,2,587,197,113,18,1,2,1585
3211255,3,2,471,209,0,1,27,281,2,3,0,0,996
3211256,6,4,2058,608,2,9,197,220,19,32,4,8,3161
3211257,4,5,1057,420,2,5,113,124,8,16,5,1,1756
3211259,2,0,17,141,0,0,3,66,0,11,0,0,238
3211451,3,3,260,247,0,0,141,44,2,2,0,1,700
3211452,3,2,368,279,0,1,144,92,2,23,0,1,912
3211453,1,1,208,100,1,0,28,36,2,4,1,1,382
3211454,2,3,444,385,0,1,28,188,6,61,3,7,1126
3211456,3,2,1009,287,6,3,175,85,9,7,3,2,1588
3212365,5,15,1391,87,9,6,105,197,10,5,6,8,1839
3212366,2,1,142,70,0,0,41,121,4,3,0,1,383
3212367,2,1,95,26,2,2,6,52,0,0,6,2,192
3212368,1,4,191,70,2,0,25,11,12,0,7,0,322
3212369,3,3,575,14,0,0,238,14,3,0,1,0,848
3212370,2,0,96,2,0,0,10,3,0,0,0,1,112
3212371,2,2,194,1,0,0,6,5,2,1,2,2,215
3212372,1,0,42,1,0,0,0,29,0,0,0,1,73
3212374,3,0,407,26,0,3,26,62,3,1,0,1,529
3212376,2,1,479,6,0,0,98,2,2,1,0,0,589
3212377,4,0,214,164,2,0,72,48,6,4,3,1,514
3212378,2,2,499,29,0,1,52,71,0,3,1,0,658
3212379,2,0,314,13,0,0,3,12,0,0,1,0,343
3212380,2,0,126,9,0,0,12,24,2,1,0,0,174
3212381,2,1,181,1,0,0,5,34,1,0,0,0,223
3212382,3,2,215,155,2,1,25,56,5,7,1,2,471
3212383,3,0,76,85,0,0,1,17,1,0,0,2,182
3212384,3,2,376,12,1,0,30,9,11,1,1,1,444
3212385,2,0,56,9,0,2,13,10,0,0,2,0,92
3212386,2,0,169,22,0,0,25,230,0,0,0,0,446
3212387,2,5,142,3,0,0,88,278,7,12,0,0,535
3212388,2,2,181,238,0,2,342,206,4,2,0,3,980
3212468,2,1,251,90,0,0,248,20,1,1,0,1,613
3213231,4,22,890,273,9,11,59,479,17,486,7,6,2259
3213232,3,0,710,153,0,0,118,111,1,0,0,0,1093
3213233,4,12,276,360,4,17,73,849,17,316,13,3,1940
3213234,3,3,718,204,3,3,60,186,14,236,5,3,1435
3213235,3,0,392,15,0,0,434,4,0,0,0,1,846
3213236,7,62,2191,540,11,11,192,786,28,89,16,14,3940
3213237,3,14,86,84,1,1,34,744,0,8,0,0,972
3213238,4,14,146,1481,0,0,552,154,2,1,1,1,2352
3213239,3,2,52,755,0,2,10,266,2,4,3,0,1096
3213240,3,7,729,44,2,0,89,67,3,2,0,3,946
3213242,2,4,83,246,0,2,21,101,1,5,3,1,467
3213243,3,2,433,37,0,0,273,65,3,3,0,1,817
3213244,2,4,454,72,2,6,26,80,9,1,1,3,658
3213447,3,2,524,165,0,0,24,80,4,55,2,1,857
3214298,4,2,530,42,0,1,89,114,5,11,1,2,797
3214299,3,3,392,25,0,0,63,72,3,3,1,0,562
3214300,2,1,624,54,0,8,65,119,4,1,1,1,878
3214301,4,10,1230,65,0,0,286,38,3,2,0,1,1635
3214302,2,0,440,30,0,0,263,9,2,1,0,0,745
3214303,4,1,574,17,0,0,141,35,5,0,0,1,774
3214304,5,18,1568,82,0,0,103,231,10,19,0,2,2033
3214305,2,30,268,76,0,0,204,569,4,22,1,0,1174
3214306,2,0,144,38,0,0,150,112,0,2,0,0,446
3214307,2,6,278,251,0,0,64,461,3,2,0,0,1065
3214308,3,2,13,183,0,2,11,570,0,1,2,0,784
3214309,2,15,228,6,0,1,11,118,0,0,0,0,379
3214310,1,0,59,2,0,0,6,15,0,0,0,0,82
3214311,3,1,18,46,0,0,631,831,0,65,2,2,1596
3214322,1,2,82,40,0,1,4,229,0,0,2,1,361
