PC_number,PS_number,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
2002019,2,0,1,0,0,0,0,132,0,0,0,0,133
2002020,1,3,107,10,3,11,20,341,6,5,6,3,515
2002020,2,3,245,5,6,5,7,253,5,2,4,3,538
2002020,3,6,160,13,18,7,9,193,11,5,18,7,447
2002020,4,4,137,6,5,8,11,256,5,4,13,7,456
2002021,1,4,240,16,9,3,17,231,4,4,7,3,538
2002021,2,3,171,9,1,9,5,140,4,3,0,1,346
2002021,3,2,202,4,12,18,9,133,28,5,11,5,429
2002022,1,17,299,125,4,8,14,188,7,17,10,2,691
2002022,2,3,247,82,5,3,6,156,4,1,1,2,510
2002023,1,1,122,45,0,0,19,360,2,9,0,4,562
2002023,2,3,114,50,0,0,11,359,5,3,0,3,548
2002023,3,5,107,29,0,0,8,350,6,5,0,3,513
2002023,4,0,19,2,0,0,1,104,0,0,0,1,127
2002024,1,2,366,5,0,0,2,67,3,1,1,0,447
2002024,2,1,394,4,0,0,5,61,2,0,0,0,467
2002024,3,1,479,3,0,0,0,76,2,0,0,0,561
2002025,1,1,162,3,5,5,26,280,5,3,6,4,500
2002025,2,0,130,10,2,2,18,338,1,3,12,2,518
2002025,3,4,115,6,2,6,17,269,3,1,6,6,435
2002025,4,3,64,3,2,2,2,131,2,3,4,0,216
2002026,1,3,160,14,8,15,31,236,12,3,5,6,493
2002026,2,3,135,17,7,6,40,259,8,4,16,6,501
2002026,3,6,121,13,10,11,31,245,6,2,26,8,479
2002027,1,7,68,4,2,5,98,262,1,0,10,1,458
2002027,2,5,99,9,8,11,78,249,10,2,30,15,516
2002028,1,0,192,20,2,2,6,134,5,1,6,4,372
2002028,2,2,138,17,4,5,5,73,7,1,9,1,262
2002029,1,17,13,37,0,0,25,33,0,7,2,0,134
2002029,2,1,0,3,0,0,1,0,0,0,0,0,5
2003077,1,0,516,6,1,0,3,2,3,0,0,0,531
2003077,2,1,564,11,3,0,7,5,0,1,0,1,593
2003077,3,0,489,16,0,0,1,5,6,1,4,0,522
2003077,4,0,104,1,0,0,0,0,0,0,0,0,105
2003078,1,13,572,3,0,0,2,3,0,0,0,0,593
2003078,2,30,556,4,0,0,6,0,0,0,0,0,596
2003078,3,2,578,2,0,1,1,0,2,0,0,2,588
2003079,1,9,561,8,0,0,10,9,2,0,0,0,599
2003079,2,21,549,4,0,0,14,5,3,0,0,0,596
2003079,3,1,545,0,0,0,2,2,3,0,0,1,554
2003079,4,0,403,1,0,0,2,2,0,0,0,0,408
2003080,1,2,393,4,0,0,9,11,3,0,1,0,423
2003080,2,4,323,9,0,0,5,0,2,2,0,0,345
2003080,3,0,590,3,1,0,0,1,5,0,0,0,600
2003081,1,0,340,7,0,0,16,20,3,0,0,1,387
2003081,2,1,282,8,0,4,4,27,4,2,1,0,333
2003081,3,4,453,9,1,4,2,34,8,0,3,2,520
2003082,1,0,150,1,0,1,6,72,1,0,0,0,231
2003082,2,0,175,0,0,3,3,136,2,0,0,0,319
2003083,1,3,279,50,2,1,4,4,4,1,0,3,351
2003083,2,2,291,87,3,1,0,5,5,0,1,1,396
2003084,1,1,75,33,3,4,0,197,0,0,0,0,313
2003084,2,1,66,32,0,0,0,124,0,1,0,0,224
2003085,1,0,169,14,1,2,0,44,3,1,1,2,237
2003085,2,2,157,7,1,2,1,46,1,0,1,2,220
2003085,3,0,325,22,3,3,0,119,2,1,1,1,477
2003086,1,0,385,93,0,0,0,108,2,2,0,0,590
2003086,2,0,345,116,0,0,3,98,11,3,0,2,578
2003086,3,2,399,67,3,8,1,99,7,2,4,5,597
2003096,1,0,92,51,0,0,0,33,0,1,1,0,178
2003096,2,0,63,24,0,1,0,34,0,0,0,3,125
2003097,1,0,149,8,1,0,1,7,2,0,1,0,169
2003097,2,0,138,6,0,0,0,9,0,0,0,0,153
2003097,3,1,348,12,0,0,0,20,6,0,2,0,389
2003098,1,0,62,3,0,0,2,34,0,0,0,0,101
2003098,2,0,35,0,0,0,1,17,1,0,0,0,54
2003098,3,0,153,0,0,3,0,86,1,0,1,0,244
2004030,1,4,283,11,0,0,5,82,3,0,1,1,390
2004030,2,4,398,13,0,0,3,82,13,0,3,3,519
2004031,1,5,298,22,0,8,17,198,3,3,2,3,559
2004031,2,3,298,24,2,2,18,194,2,5,2,6,556
2004031,3,2,346,8,0,0,3,173,7,6,0,5,550
2004031,4,3,275,12,0,2,13,96,4,1,1,7,414
2004032,1,1,451,2,0,2,6,11,6,0,1,6,486
2004032,2,0,419,0,0,0,4,133,5,0,0,5,566
2005065,1,4,401,8,1,1,9,7,2,1,0,2,436
2005065,2,4,293,6,1,0,3,12,5,0,0,0,324
2005065,3,6,369,6,0,4,9,17,5,0,1,1,418
2005065,4,6,513,1,1,7,7,4,7,1,0,4,551
2005065,5,3,514,6,1,3,1,6,6,0,0,0,540
2005066,1,4,542,2,0,1,23,2,7,1,0,0,582
2005066,2,3,305,6,0,0,13,0,0,0,0,0,327
2005066,3,0,589,0,0,1,0,0,3,0,1,0,594
2005066,4,0,208,1,0,0,0,0,0,0,0,0,209
2005067,1,0,301,1,3,0,0,1,5,0,0,0,311
2005067,2,0,273,0,0,0,0,0,5,0,0,1,279
2005068,1,0,170,13,0,0,7,3,1,0,1,2,197
2005068,2,1,183,9,0,0,5,0,1,0,0,0,199
2005068,3,6,369,46,1,3,4,1,13,1,5,1,450
2005069,1,3,124,95,0,0,11,2,1,0,0,0,236
2005069,2,1,120,79,0,0,5,2,2,0,0,0,209
2005069,3,0,37,158,0,0,1,0,0,0,0,0,196
2005069,4,7,109,114,0,0,1,1,4,0,0,0,236
2005070,1,5,416,69,0,2,0,81,2,0,1,1,577
2005070,2,2,434,71,0,0,0,66,2,2,0,0,577
2005070,3,0,353,142,0,0,1,55,4,0,1,1,557
2005070,4,1,445,47,1,2,1,65,2,1,2,3,570
2005071,1,3,453,29,0,0,0,77,3,2,0,1,568
2005071,2,2,464,41,0,0,0,71,4,0,0,3,585
2005071,3,1,340,29,0,0,0,191,9,0,0,2,572
2005072,1,0,395,24,0,0,3,0,1,0,0,2,425
2005072,2,1,381,31,0,0,23,8,2,0,0,0,446
2005072,3,0,418,42,0,0,22,7,1,0,0,0,490
2005072,4,0,556,29,0,0,1,4,1,0,0,0,591
2005073,1,3,233,26,0,0,10,4,4,0,0,1,281
2005073,2,4,286,37,0,1,11,5,7,0,0,2,353
2005073,3,4,501,40,1,2,9,1,7,1,2,5,573
2005074,1,0,359,38,0,0,114,4,3,1,0,0,519
2005074,2,2,318,52,0,0,157,1,5,0,0,2,537
2005074,3,0,373,7,0,0,198,0,0,3,0,0,581
2005075,1,1,182,24,0,0,3,7,6,2,0,0,225
2005075,2,1,147,14,0,0,4,0,3,0,0,0,169
2005075,3,0,268,87,0,0,6,0,0,0,0,0,361
2005076,1,2,283,51,0,0,8,2,1,0,0,0,347
2005076,2,0,184,8,0,0,0,0,0,0,0,1,193
2005094,1,0,238,71,0,0,42,7,1,0,1,6,366
2005094,2,1,248,32,2,1,29,0,4,2,1,1,321
2005094,3,1,366,129,0,4,52,21,4,2,0,11,590
2005095,1,2,277,155,0,0,0,84,0,0,0,2,520
2005095,2,1,208,89,0,1,0,34,1,0,1,2,337
2005095,3,0,394,95,0,0,0,92,0,0,2,0,583
2005099,1,2,146,41,0,2,2,2,0,0,2,2,199
2005099,2,3,150,38,0,2,5,2,2,0,1,5,208
2005099,3,2,304,69,0,0,0,1,4,1,1,7,389
2005100,1,1,191,18,0,0,13,4,0,1,0,0,228
2005100,2,1,163,25,0,0,8,5,2,1,0,1,206
2005100,3,1,407,61,0,0,14,10,0,1,0,0,494
2006048,1,1,174,1,0,0,18,7,3,1,0,0,205
2006048,2,1,189,4,0,1,22,34,0,0,1,2,254
2006048,3,0,146,1,0,0,18,10,1,0,0,0,176
2006048,4,1,68,0,0,0,13,2,8,0,0,0,92
2006049,1,0,267,0,0,0,6,9,1,1,0,0,284
2006049,2,3,126,1,0,1,7,0,4,0,1,0,143
2006049,3,0,171,0,0,0,10,0,3,0,0,1,185
2006050,1,1,467,6,0,0,17,38,0,0,1,0,530
2006050,2,2,457,8,1,1,9,36,1,0,0,0,515
2006050,3,2,429,4,0,0,10,28,2,0,0,0,475
2006050,4,1,378,5,0,0,12,28,2,1,2,1,430
2006050,5,0,526,3,0,0,9,18,1,0,1,1,559
2006050,6,0,455,5,0,1,4,81,3,0,0,0,549
2006051,1,0,399,1,1,1,7,10,2,0,1,0,422
2006051,2,0,547,1,1,1,4,11,3,0,0,0,568
2006052,1,0,211,1,0,0,1,6,1,1,0,0,221
2006052,2,0,184,0,0,0,1,1,0,0,0,0,186
2006052,3,0,190,0,0,1,2,5,0,1,1,0,200
2006052,4,0,242,0,0,0,0,7,0,0,1,0,250
2006053,1,1,501,2,0,0,2,0,2,0,0,0,508
2006053,2,2,526,1,0,0,2,1,1,0,0,0,533
2006053,3,0,248,0,0,0,1,0,0,0,0,0,249
2006053,4,0,371,0,0,0,0,0,1,0,0,0,372
2006054,1,0,143,7,0,0,12,1,0,0,0,0,163
2006054,2,0,122,16,0,0,46,2,0,0,0,0,186
2006054,3,10,240,17,0,0,37,1,7,0,0,0,312
2006055,1,0,300,1,1,0,3,0,0,0,1,0,306
2006055,2,1,310,4,0,1,6,1,0,0,0,0,323
2006055,3,0,239,0,1,1,1,0,0,0,0,0,242
2006056,1,1,399,1,1,1,2,3,1,0,2,0,411
2006056,2,0,224,0,0,0,0,0,0,0,0,0,224
2006057,1,2,285,1,0,0,3,7,0,0,2,0,300
2006057,2,3,329,1,0,0,5,14,2,0,0,1,355
2006057,3,0,301,0,0,0,1,9,2,0,1,0,314
2006058,1,0,103,1,0,3,9,211,2,1,0,0,330
2006058,2,1,50,0,0,0,11,210,1,0,0,0,273
2006058,3,0,88,0,0,0,0,209,3,1,0,2,303
2006058,4,0,49,0,0,0,17,209,1,0,0,0,276
2006059,1,6,42,6,0,3,0,401,3,2,0,2,465
2006059,2,1,47,2,0,5,29,264,0,1,2,1,352
2006059,3,4,30,5,0,6,20,348,1,0,2,2,418
2006059,4,2,47,5,0,0,5,482,0,0,0,0,541
2006059,5,0,41,2,2,0,32,465,0,0,0,2,544
2006060,1,0,25,1,0,3,24,437,1,0,0,0,491
2006060,2,3,64,2,4,1,59,232,2,1,5,2,375
2006060,3,0,16,3,0,2,71,468,6,0,1,2,569
2006060,4,1,22,5,2,4,38,445,6,2,6,6,537
2006061,1,1,389,1,0,1,6,40,4,0,3,0,445
2006061,2,0,408,2,0,1,3,49,0,1,0,1,465
2006061,3,0,386,0,0,1,0,10,3,0,2,0,402
2006061,4,2,303,1,0,0,2,12,9,2,0,0,331
2006062,1,2,45,4,0,0,10,399,2,0,0,2,464
2006062,2,0,9,0,0,0,0,312,0,0,0,0,321
2006062,3,0,35,1,0,0,20,320,2,0,0,0,378
2006062,4,0,4,0,0,0,6,472,1,0,0,0,483
2006063,1,0,94,0,1,3,7,266,3,1,0,1,376
2006063,2,0,49,0,0,2,9,144,2,1,1,1,209
2006063,3,0,57,0,1,2,7,358,1,0,3,1,430
2006064,1,0,261,4,0,0,11,301,2,1,0,1,581
2006064,2,0,177,9,0,0,0,64,0,0,0,0,250
2006093,1,1,147,4,0,2,5,91,1,0,4,5,260
2006093,2,0,86,0,0,1,11,77,0,0,0,2,177
2006101,1,0,160,0,1,2,2,112,0,1,1,3,282
2006101,2,0,102,6,0,0,2,36,0,0,0,1,147
2006101,3,0,139,4,1,4,0,98,3,0,3,2,254
2007033,1,11,266,240,0,0,1,51,2,2,0,2,575
2007033,2,3,273,244,0,0,2,39,4,2,0,2,569
2007033,3,2,257,204,3,6,5,68,5,3,12,5,570
2007033,4,19,235,218,0,0,1,64,7,1,0,3,548
2007034,1,1,328,157,2,1,1,35,7,0,2,1,535
2007034,2,1,346,149,0,1,1,64,9,0,0,1,572
2007034,3,2,295,201,2,1,3,40,7,0,5,0,556
2007035,1,0,288,187,1,0,0,36,0,0,3,0,515
2007035,2,0,258,177,0,0,0,8,1,0,0,0,444
2007035,3,2,321,229,1,3,0,22,3,0,3,1,585
2007036,1,2,386,155,0,3,0,26,2,1,2,1,578
2007036,2,2,424,120,1,1,2,18,2,0,3,0,573
2007036,3,2,382,127,2,4,4,25,9,2,9,3,569
2007037,1,2,223,154,1,0,1,199,0,0,6,0,586
2007037,2,0,162,262,0,0,0,162,3,0,2,0,591
2007038,1,3,324,218,0,3,1,27,7,0,3,1,587
2007038,2,0,207,271,0,3,72,32,2,2,3,2,594
2007039,1,0,245,107,0,2,0,41,3,1,0,0,399
2007039,2,0,213,134,1,1,1,57,1,3,3,1,415
2007039,3,1,232,142,0,5,0,57,5,0,3,0,445
2007040,1,1,343,106,1,3,0,27,2,1,3,2,489
2007040,2,0,215,25,0,0,1,30,0,0,1,2,274
2007040,3,0,243,28,1,1,0,17,3,0,0,2,295
2007040,4,0,312,36,1,1,0,50,11,0,4,0,415
2007040,5,0,411,8,0,0,0,11,1,0,1,1,433
2007041,1,1,379,101,0,0,1,88,4,0,0,5,579
2007041,2,2,386,76,3,3,1,66,6,0,7,2,552
2007041,3,0,507,35,2,0,0,21,1,4,0,0,570
2007041,4,0,432,110,0,2,0,44,0,3,2,0,593
2007042,1,0,340,102,0,0,1,123,3,1,2,2,574
2007042,2,0,275,86,0,0,1,119,1,3,0,1,486
2007042,3,0,265,62,0,0,0,83,1,4,2,0,417
2007042,4,0,333,88,10,1,0,130,1,0,4,0,567
2007042,5,0,319,102,0,2,0,133,0,0,2,0,558
2007043,1,2,353,158,0,0,0,71,1,0,0,0,585
2007043,2,0,408,115,0,0,0,66,1,0,0,0,590
2007044,1,0,400,29,1,3,0,158,1,0,1,0,593
2007044,2,1,474,52,0,0,2,51,3,0,1,0,584
2007044,3,1,505,5,0,0,0,87,0,0,0,0,598
2007045,1,0,443,71,0,6,1,47,0,0,1,1,570
2007045,2,0,480,49,1,1,0,42,3,3,0,0,579
2007045,3,0,397,52,0,0,0,133,0,0,1,0,583
2007045,4,0,499,33,0,0,2,29,3,0,0,0,566
2007046,1,0,403,13,0,0,0,171,3,0,0,0,590
2007046,2,0,370,16,0,4,0,193,0,0,0,0,583
2007046,3,0,411,4,0,1,0,160,4,1,0,0,581
2007047,1,1,289,96,0,2,0,5,3,1,1,1,399
2007047,2,1,312,89,1,4,0,2,2,1,0,0,412
2007090,1,1,350,171,0,3,1,53,2,0,1,2,584
2007090,2,1,323,73,0,0,1,158,2,0,0,0,558
2007091,1,1,419,135,1,0,2,18,4,2,0,2,584
2007091,2,11,436,80,5,3,2,23,6,1,4,3,574
3101001,1,4,379,33,1,6,61,71,6,5,1,2,569
3101001,2,11,390,50,0,3,28,87,3,6,0,2,580
3101001,3,12,398,41,2,0,39,84,3,1,2,3,585
3101001,4,5,408,43,2,1,35,77,4,3,2,1,581
3101001,5,2,380,33,0,4,41,85,7,6,0,2,560
3101001,6,10,42,24,0,0,37,67,1,2,0,0,183
3101001,7,6,436,29,1,2,37,61,2,6,3,2,585
3101001,8,9,387,41,0,0,50,66,3,3,0,1,560
3101001,9,5,206,36,1,1,24,33,1,0,0,0,307
3101001,10,5,148,17,0,1,12,60,3,0,2,1,249
3101001,11,1,111,14,0,1,7,50,1,0,0,1,186
3101001,12,7,159,20,0,4,14,22,0,0,0,0,226
3101001,13,1,163,14,0,0,8,10,0,3,0,1,200
3101002,1,10,375,39,6,0,28,75,9,0,3,3,548
3101002,2,6,386,36,0,2,41,77,4,2,0,1,555
3101002,3,3,406,19,0,3,26,74,6,2,2,5,546
3101002,4,5,386,45,3,5,25,73,5,2,2,4,555
3101002,5,5,393,32,1,0,27,66,7,6,6,3,546
3101002,6,2,392,34,0,5,20,78,6,2,2,6,547
3101002,7,0,94,14,0,0,10,25,0,1,0,1,145
3101002,8,2,87,8,0,1,3,14,0,0,0,1,116
3101003,1,16,444,35,2,2,33,32,1,7,1,1,574
3101003,2,8,442,37,1,2,32,37,5,3,0,1,568
3101003,3,3,464,44,0,0,26,40,1,4,0,0,582
3101003,4,2,382,21,3,2,15,50,6,0,3,1,485
3101003,5,2,468,37,1,0,7,57,9,0,4,5,590
3101003,6,0,20,1,0,0,2,1,0,0,0,0,24
3101004,1,0,398,62,0,0,16,16,1,1,0,1,495
3101004,2,0,83,20,0,0,1,7,0,0,0,0,111
3101004,3,2,119,30,1,1,8,8,2,0,4,3,178
3101004,4,1,41,11,0,0,1,1,1,0,1,3,60
3101005,1,1,192,22,0,0,50,29,0,2,0,1,297
3101005,2,2,196,12,0,0,27,25,1,0,2,1,266
3101005,3,2,113,15,1,2,39,9,2,0,1,1,185
3101005,4,0,104,8,0,0,33,19,0,0,0,0,164
3101006,1,1,422,25,0,0,28,84,2,0,1,1,564
3101006,2,8,400,36,2,1,25,82,6,1,0,3,564
3101006,3,5,336,41,7,4,5,78,5,4,2,1,488
3101006,4,0,71,8,0,0,11,11,0,0,0,0,101
3101006,5,1,140,17,0,3,15,50,1,0,0,5,232
3101007,1,5,434,13,1,0,28,20,5,3,0,2,511
3101007,2,0,318,3,0,3,18,19,3,4,0,1,369
3101007,3,2,406,13,2,0,5,11,3,0,0,1,443
3101007,4,5,331,4,0,0,8,5,3,1,2,0,359
3101008,1,2,188,5,0,0,26,26,2,0,0,0,249
3101008,2,1,134,2,0,0,14,13,3,0,0,1,168
3101008,3,7,159,3,0,0,17,9,3,0,0,2,200
3101008,4,5,255,8,0,0,38,90,6,0,0,1,403
3101009,1,6,184,20,0,1,12,100,0,1,3,3,330
3101009,2,1,164,29,1,2,9,65,2,0,0,2,275
3101009,3,0,172,20,0,1,15,127,3,1,1,2,342
3101009,4,2,188,17,1,1,4,129,2,1,4,7,356
3101009,5,5,226,29,3,5,12,152,3,2,4,7,448
3101010,1,2,380,6,1,0,32,9,3,2,0,0,435
3101010,2,0,324,3,2,1,19,10,1,0,1,0,361
3101010,3,0,180,1,3,0,22,6,3,1,6,2,224
3101010,4,0,123,5,0,2,14,2,5,2,3,0,156
3101011,1,3,178,2,4,0,12,4,2,1,4,0,210
3101011,2,5,180,2,1,1,31,2,4,1,2,0,229
3101011,3,4,177,2,1,0,15,2,1,0,0,0,202
3101011,4,3,84,3,6,2,12,2,2,3,2,0,119
3101011,5,0,69,2,0,1,17,5,3,0,2,4,103
3101012,1,9,159,0,0,1,9,15,1,1,1,0,196
3101012,2,0,150,1,0,0,6,10,0,0,0,1,168
3101012,3,14,121,3,0,0,32,89,2,0,0,6,267
3101012,4,6,96,0,0,0,10,62,1,1,0,0,176
3101013,1,4,456,22,0,2,31,61,6,1,2,1,586
3101013,2,3,444,23,0,6,26,64,1,1,3,5,576
3101013,3,4,381,15,1,2,12,89,12,5,6,1,528
3101013,4,0,114,6,2,4,2,21,1,2,3,2,157
3101014,1,0,257,4,0,0,20,3,5,0,1,0,290
3101014,2,0,332,9,0,0,33,7,0,2,0,0,383
3101014,3,1,120,3,1,1,25,1,1,1,1,3,158
3101014,4,1,126,7,0,1,17,1,4,2,7,5,171
3101015,1,0,143,13,0,0,5,2,6,0,0,1,170
3101015,2,0,120,10,0,0,19,3,1,0,0,0,153
3101015,3,0,20,0,0,0,1,0,1,0,0,3,25
3101015,4,0,23,2,0,0,0,0,2,0,0,0,27
3101016,1,5,248,33,0,0,33,10,3,2,0,1,335
3101016,2,1,203,36,0,1,17,13,0,4,1,1,277
3101016,3,3,164,18,0,0,21,5,1,0,0,1,213
3101016,4,1,148,14,0,0,17,8,4,10,2,2,206
3101016,5,1,150,16,0,0,19,3,2,4,1,0,196
3101017,1,0,142,4,0,2,12,13,0,2,0,0,175
3101017,2,0,109,5,1,1,10,9,1,0,1,0,137
3101017,3,1,91,3,1,0,23,5,1,0,1,2,128
3101017,4,0,186,0,0,0,4,4,0,0,0,0,194
3101018,1,0,222,1,0,0,36,6,0,0,0,1,266
3101018,2,1,161,0,1,0,15,2,2,0,1,1,184
3101018,3,1,179,1,0,0,25,6,1,1,0,2,216
3101018,4,3,119,9,0,0,21,2,1,0,0,0,155
3101019,1,1,132,2,0,0,25,10,1,0,2,0,173
3101019,2,1,248,7,0,0,8,3,0,1,0,0,268
3101019,3,0,244,44,0,0,114,15,1,0,0,4,422
3101019,4,0,452,1,0,0,11,3,0,0,0,0,467
3102028,1,1,257,8,0,1,7,24,5,4,2,0,309
3102028,2,0,320,18,1,0,13,24,0,2,1,0,379
3102028,3,0,303,0,0,1,17,0,0,2,0,0,323
3102035,1,3,363,4,0,0,41,16,1,0,1,0,429
3102035,2,0,252,2,0,0,11,5,0,0,0,0,270
3102036,1,7,280,31,3,4,9,6,8,2,0,0,350
3102036,2,0,420,10,0,1,29,12,2,0,1,0,475
3102036,3,2,374,8,1,0,28,18,2,0,1,0,434
3102036,4,1,462,24,0,0,22,12,9,1,4,2,537
3102036,5,1,280,5,0,2,25,12,2,1,1,1,330
3102037,1,1,506,8,1,0,20,17,2,0,2,3,560
3102037,2,0,441,0,0,0,10,0,1,0,0,0,452
3102038,1,0,473,29,0,2,50,28,2,0,1,0,585
3102038,2,0,334,44,0,1,7,3,1,1,1,1,393
3102039,1,1,456,23,3,2,35,36,7,2,2,0,567
3102039,2,1,431,57,1,6,17,29,6,1,4,1,554
3102039,3,0,21,2,0,0,1,3,0,0,0,0,27
3102040,1,4,264,8,2,0,24,14,4,2,0,2,324
3102040,2,1,223,10,2,2,21,14,2,1,1,2,279
3102040,3,1,207,4,1,1,13,4,4,1,0,1,237
3102041,1,1,349,5,0,0,27,11,5,0,0,1,399
3102041,2,2,268,15,0,0,7,7,10,0,0,1,310
3102042,1,1,242,7,0,0,9,6,2,0,0,0,267
3102042,2,1,232,3,0,0,0,7,3,0,0,0,246
3102043,1,0,168,0,0,0,11,13,2,1,1,2,198
3102043,2,0,219,7,1,1,9,20,1,2,0,0,260
3102043,3,3,246,7,1,1,3,30,4,0,5,4,304
3102044,1,2,265,7,0,0,19,16,4,0,0,0,313
3102044,2,0,254,13,0,0,14,8,2,0,0,2,293
3102044,3,0,350,37,0,0,25,12,4,0,0,4,432
3102045,1,1,137,8,2,2,9,2,1,0,1,1,164
3102045,2,0,118,3,0,0,14,6,1,0,1,0,143
3102045,3,0,30,2,2,0,0,0,1,0,0,0,35
3102046,1,0,258,9,2,0,21,25,0,0,3,0,318
3102046,2,1,187,13,1,1,12,15,2,1,2,1,236
3102046,3,0,441,69,0,3,66,10,1,1,0,1,592
3102047,1,1,443,5,1,0,49,25,1,2,1,1,529
3102047,2,0,528,12,0,0,31,14,3,0,0,0,588
3102047,3,0,552,21,0,4,0,13,1,0,1,1,593
3102048,1,0,455,49,0,0,40,25,3,1,0,1,574
3102048,2,0,384,141,0,0,6,31,6,1,0,4,573
3102049,1,0,75,29,0,0,12,4,0,0,0,0,120
3102049,2,1,265,29,0,2,16,18,3,2,2,0,338
3102049,3,1,243,61,0,1,14,6,7,0,3,0,336
3102175,1,2,327,13,0,0,24,37,3,1,0,2,409
3102175,3,2,300,10,0,0,20,55,4,1,0,1,393
3102176,1,3,483,1,0,1,27,14,7,1,0,8,545
3102176,2,5,271,4,3,3,2,15,5,1,3,3,315
3102190,1,12,118,72,0,1,29,16,0,0,2,0,250
3102190,2,7,130,26,0,0,26,16,0,0,1,0,206
3102190,3,40,200,31,0,0,0,3,1,2,4,0,281
3102191,1,0,113,4,1,0,14,21,1,0,1,0,155
3102191,2,0,126,0,0,1,11,11,1,0,1,0,151
3102191,3,2,170,6,0,3,8,19,7,1,3,3,222
3102192,1,1,161,7,0,1,5,3,3,0,1,0,182
3102192,2,0,86,7,0,0,8,2,1,2,0,0,106
3102192,3,0,324,11,0,0,2,12,0,0,0,0,349
3103020,1,3,382,12,3,1,24,56,4,0,0,1,486
3103020,2,3,272,11,2,0,12,36,8,0,1,0,345
3103020,3,0,259,6,0,0,0,3,5,0,1,0,274
3103021,1,0,56,0,0,0,6,2,0,0,1,0,65
3103021,2,1,87,2,0,0,12,3,2,0,0,0,107
3103021,3,1,63,0,0,0,8,1,0,0,0,4,77
3103022,1,0,41,6,1,1,2,6,0,0,0,0,57
3103022,2,2,69,9,0,0,4,5,0,0,3,0,92
3103022,3,0,51,3,0,0,7,9,1,0,0,1,72
3103023,1,1,282,8,0,0,3,47,0,0,0,0,341
3103023,2,0,248,0,0,0,9,4,1,1,0,0,263
3103024,1,0,29,1,0,0,0,4,0,1,0,0,35
3103024,2,0,2,0,0,0,0,0,0,0,0,0,2
3103025,1,1,149,0,0,0,8,0,0,0,0,0,158
3103025,2,0,154,0,0,0,5,8,0,0,0,0,167
3103025,3,0,287,0,0,0,0,9,3,1,0,0,300
3103026,1,0,65,3,0,0,4,17,0,0,0,0,89
3103027,1,28,222,23,1,5,20,36,2,1,2,2,342
3103027,2,4,244,6,1,0,9,191,1,0,2,0,458
3104054,1,0,17,3,0,0,3,4,0,0,0,0,27
3104054,2,4,415,34,0,0,42,74,3,1,0,2,575
3104055,1,1,283,24,1,1,19,73,3,0,0,1,406
3104055,2,3,488,28,0,0,31,4,3,0,0,2,559
3104056,1,68,294,8,1,1,27,33,2,0,0,1,435
3104056,2,86,240,1,0,2,140,118,2,2,0,0,591
3104057,1,127,360,9,0,0,25,40,2,0,0,0,563
3104057,2,160,326,5,0,0,17,36,1,4,0,3,552
3104057,3,165,261,14,2,1,10,66,6,2,3,5,535
3104057,4,20,77,2,1,0,7,5,0,1,1,0,114
3104058,1,38,117,3,2,0,119,8,1,3,0,1,292
3104058,2,49,153,11,0,5,105,6,2,6,0,0,337
3104058,3,42,96,6,1,0,200,8,3,0,1,3,360
3104059,1,37,364,8,1,0,136,24,3,2,1,1,577
3104059,2,8,222,15,0,0,90,17,4,2,3,0,361
3104060,1,36,173,44,2,1,62,51,5,0,4,2,380
3104060,2,5,131,61,2,3,26,52,5,7,0,0,292
3104062,1,7,172,16,0,0,78,20,2,2,1,0,298
3104062,2,1,148,22,0,0,95,15,1,0,0,0,282
3104063,1,39,139,9,0,1,24,25,1,0,1,1,240
3104063,2,79,299,15,0,0,69,13,1,4,0,0,480
3104063,3,47,188,13,1,0,37,9,1,1,0,0,297
3104064,1,32,91,4,0,1,74,8,2,0,1,2,215
3104064,2,41,48,1,2,0,45,4,4,1,1,0,147
3104065,1,0,13,0,0,0,13,0,0,0,0,0,26
3104065,2,3,63,2,0,0,57,2,0,0,2,0,129
3104066,1,100,337,17,1,0,40,24,4,1,2,1,527
3104066,2,36,296,15,6,6,24,37,8,2,2,8,440
3104067,1,86,129,0,0,0,20,0,0,0,0,1,236
3104067,2,100,207,31,0,0,21,8,3,4,0,0,374
3104067,3,162,182,25,1,2,16,10,15,8,7,11,439
3104068,1,68,99,7,1,1,5,5,3,2,2,1,194
3104068,2,20,77,7,0,1,3,0,4,2,1,0,115
3104069,1,10,266,8,1,3,92,14,7,8,2,2,413
3104069,2,18,199,5,0,0,33,3,6,1,0,0,265
3104070,1,29,312,6,1,2,35,20,2,0,3,0,410
3104070,2,13,248,7,0,0,21,13,0,0,0,1,303
3104070,3,29,406,2,2,3,13,23,3,2,0,0,483
3104073,1,11,123,2,1,0,232,2,1,1,0,2,375
3104073,2,28,187,4,0,0,361,2,2,1,1,1,587
3104073,3,0,59,0,0,0,527,0,0,1,0,0,587
3104075,1,3,128,49,1,4,47,340,2,3,5,1,583
3104075,2,1,0,171,0,0,28,396,0,0,0,0,596
3104076,1,0,400,0,0,0,190,0,1,0,0,0,591
3104076,2,0,367,12,0,0,125,4,14,8,0,0,530
